COD_DANE_A,DPTO_CCDGO,MPIO_CCDGO,MPIO_CDPMP,CLAS_CCDGO,SETR_CCDGO,SETR_CCNCT,SECR_CCDGO,SECR_CCNCT,ZU_CCDGO,ZU_CDIVI,SETU_CCDGO,SETU_CCNCT,SECU_CCDGO,SECU_CCNCT,MANZ_CCDGO,AG_CCDGO,DATO_ANM,VERSION,AREA,LATITUD,LONGITUD,DENSIDAD,CTNENCUEST,TP3_1_SI,TP3_2_NO,TP3A_RI,TP3B_TCN,TP4_1_SI,TP4_2_NO,TP9_1_USO,TP9_2_USO,TP9_3_USO,TP9_4_USO,TP9_2_1_MI,TP9_2_2_MI,TP9_2_3_MI,TP9_2_4_MI,TP9_2_9_MI,TP9_3_1_NO,TP9_3_2_NO,TP9_3_3_NO,TP9_3_4_NO,TP9_3_5_NO,TP9_3_6_NO,TP9_3_7_NO,TP9_3_8_NO,TP9_3_9_NO,TP9_3_10_N,TP9_3_99_N,TVIVIENDA,TP14_1_TIP,TP14_2_TIP,TP14_3_TIP,TP14_4_TIP,TP14_5_TIP,TP14_6_TIP,TP15_1_OCU,TP15_2_OCU,TP15_3_OCU,TP15_4_OCU,TP16_HOG,TP19_EE_1,TP19_EE_2,TP19_EE_E1,TP19_EE_E2,TP19_EE_E3,TP19_EE_E4,TP19_EE_E5,TP19_EE_E6,TP19_EE_E9,TP19_ACU_1,TP19_ACU_2,TP19_ALC_1,TP19_ALC_2,TP19_GAS_1,TP19_GAS_2,TP19_GAS_9,TP19_RECB1,TP19_RECB2,TP19_INTE1,TP19_INTE2,TP19_INTE9,TP27_PERSO,PERSONAS_L,PERSONAS_S,TP32_1_SEX,TP32_2_SEX,TP34_1_EDA,TP34_2_EDA,TP34_3_EDA,TP34_4_EDA,TP34_5_EDA,TP34_6_EDA,TP34_7_EDA,TP34_8_EDA,TP34_9_EDA,TP51PRIMAR,TP51SECUND,TP51SUPERI,TP51POSTGR,TP51_13_ED,TP51_99_ED,CD_LC_CM,NMB_LC_CM,TP_LC_CM,Shape_Leng,Shape_Area
0504510000000000070526,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,05,05045100000000000705,26,027439,MANZANA,2018.0,1978.56472652,7.8807693685,-76.6165356809,0.0490254375,23.0,0.0,23.0,0.0,0.0,0.0,23.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,26.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,17.0,5.0,0.0,22.0,0.0,11.0,10.0,1.0,97.0,0.0,97.0,47.0,50.0,15.0,20.0,17.0,15.0,17.0,12.0,1.0,0.0,0.0,24.0,49.0,8.0,1.0,4.0,1.0,02,OCHO DE FEBRERO,Comuna,0.00178180753595,1.61917709183e-07
0504510000000000070527,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,05,05045100000000000705,27,027452,MANZANA,2018.0,2327.03600437,7.88038535948,-76.6164181861,0.0511380142,34.0,0.0,34.0,0.0,0.0,0.0,34.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,18.0,15.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,35.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,0.0,19.0,13.0,0.0,32.0,0.0,6.0,26.0,0.0,119.0,0.0,119.0,63.0,56.0,26.0,23.0,14.0,24.0,13.0,8.0,5.0,5.0,1.0,48.0,52.0,4.0,0.0,5.0,3.0,02,OCHO DE FEBRERO,Comuna,0.00235273588031,1.90434987281e-07
0504510000000000070528,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,05,05045100000000000705,28,027524,MANZANA,2018.0,2546.36869533,7.8793387633,-76.6166792522,0.0341663012,33.0,0.0,33.0,0.0,0.0,0.0,33.0,29.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,16.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,28.0,25.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,18.0,7.0,0.0,25.0,0.0,11.0,14.0,0.0,87.0,0.0,87.0,40.0,47.0,13.0,23.0,18.0,11.0,9.0,9.0,2.0,2.0,0.0,28.0,40.0,10.0,1.0,2.0,2.0,02,OCHO DE FEBRERO,Comuna,0.0024224188369,2.0838353188e-07
0504510000000000070606,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,06,027500,MANZANA,2018.0,3186.16281385,7.87946096828,-76.6188349709,0.045823145,54.0,0.0,54.0,0.0,0.0,0.0,54.0,52.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,21.0,30.0,1.0,0.0,0.0,0.0,49.0,0.0,0.0,3.0,49.0,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0,29.0,19.0,1.0,49.0,0.0,47.0,1.0,1.0,146.0,0.0,146.0,72.0,74.0,21.0,26.0,35.0,22.0,21.0,10.0,10.0,0.0,1.0,49.0,72.0,6.0,1.0,2.0,8.0,02,OCHO DE FEBRERO,Comuna,0.0026098057993,2.60740975675e-07
0504510000000000070607,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,07,027516,MANZANA,2018.0,2125.59670009,7.87943858854,-76.6184787773,0.0451637886,29.0,0.0,29.0,0.0,0.0,0.0,29.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,8.0,13.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,26.0,26.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,12.0,14.0,0.0,26.0,0.0,2.0,24.0,0.0,96.0,0.0,96.0,45.0,51.0,14.0,23.0,17.0,19.0,12.0,6.0,3.0,0.0,2.0,30.0,45.0,12.0,0.0,4.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00182943997958,1.73949149808e-07
0504510000000000070609,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,09,027537,MANZANA,2018.0,2035.10046796,7.87928521548,-76.6182066627,0.0535600085,37.0,0.0,37.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,8.0,18.0,11.0,0.0,0.0,0.0,36.0,0.0,0.0,1.0,36.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,14.0,22.0,0.0,36.0,0.0,1.0,35.0,0.0,109.0,0.0,109.0,51.0,58.0,26.0,17.0,27.0,15.0,9.0,10.0,3.0,2.0,0.0,37.0,40.0,16.0,0.0,4.0,0.0,02,OCHO DE FEBRERO,Comuna,0.0018151567465,1.66543319066e-07
0504510000000000070610,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,10,027549,MANZANA,2018.0,1967.11807137,7.87910633605,-76.6179252805,0.0686283147,40.0,0.0,40.0,0.0,0.0,0.0,40.0,38.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,13.0,26.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,2.0,39.0,37.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,37.0,0.0,21.0,16.0,0.0,37.0,0.0,19.0,18.0,0.0,135.0,0.0,135.0,66.0,69.0,16.0,28.0,35.0,24.0,11.0,13.0,8.0,0.0,0.0,27.0,70.0,19.0,1.0,5.0,3.0,02,OCHO DE FEBRERO,Comuna,0.00177446134376,1.6097988599e-07
0504510000000000070611,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,11,027564,MANZANA,2018.0,2026.8606814,7.87895184277,-76.6176490265,0.0374964101,26.0,0.0,26.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,13.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,26.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,16.0,10.0,0.0,26.0,0.0,12.0,14.0,0.0,76.0,0.0,76.0,30.0,46.0,11.0,16.0,12.0,14.0,13.0,6.0,3.0,1.0,0.0,20.0,43.0,3.0,2.0,3.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00182101767441,1.65869000544e-07
0504510000000000070614,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,14,027597,MANZANA,2018.0,2936.55520962,7.8784796679,-76.6171714459,0.0517613291,48.0,0.0,48.0,0.0,0.0,0.0,48.0,42.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,42.0,19.0,22.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,45.0,42.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,27.0,15.0,0.0,42.0,0.0,10.0,32.0,0.0,152.0,0.0,152.0,75.0,77.0,30.0,32.0,25.0,23.0,13.0,15.0,6.0,5.0,3.0,54.0,62.0,9.0,0.0,9.0,3.0,02,OCHO DE FEBRERO,Comuna,0.00240385724801,2.40314167375e-07
0504510000000000070615,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,15,027567,MANZANA,2018.0,1940.70006669,7.87892100243,-76.61859945,0.0695625254,58.0,0.0,58.0,0.0,0.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,21.0,18.0,19.0,0.0,0.0,0.0,55.0,0.0,0.0,3.0,55.0,55.0,0.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,55.0,0.0,26.0,29.0,0.0,53.0,2.0,13.0,42.0,0.0,135.0,0.0,135.0,64.0,71.0,21.0,25.0,33.0,21.0,14.0,14.0,3.0,2.0,2.0,31.0,54.0,22.0,3.0,8.0,8.0,02,OCHO DE FEBRERO,Comuna,0.00171014103826,1.58818019154e-07
0504510000000000070616,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,16,027624,MANZANA,2018.0,1384.52100803,7.87830601776,-76.6184029455,0.042614016,21.0,0.0,21.0,0.0,0.0,0.0,21.0,16.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,9.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,11.0,7.0,0.0,18.0,0.0,9.0,9.0,0.0,59.0,0.0,59.0,27.0,32.0,11.0,12.0,14.0,7.0,6.0,7.0,2.0,0.0,0.0,23.0,20.0,9.0,0.0,2.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00140044547738,1.13302542863e-07
0504510000000000070617,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,17,027519,MANZANA,2018.0,2972.23905963,7.87922347085,-76.619456557,0.0460931962,45.0,0.0,45.0,0.0,0.0,0.0,45.0,36.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,13.0,23.0,2.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,36.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,28.0,8.0,0.0,36.0,0.0,36.0,0.0,0.0,137.0,0.0,137.0,61.0,76.0,12.0,39.0,25.0,21.0,16.0,13.0,6.0,2.0,3.0,47.0,69.0,11.0,0.0,5.0,0.0,02,OCHO DE FEBRERO,Comuna,0.0024261570781,2.43233902488e-07
0504510000000000070618,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,18,027505,MANZANA,2018.0,1964.59498582,7.87951264538,-76.6196554188,0.0391938288,28.0,0.0,28.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,21.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,38.0,28.0,0.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,18.0,10.0,0.0,28.0,0.0,11.0,17.0,0.0,77.0,0.0,77.0,36.0,41.0,13.0,11.0,19.0,13.0,4.0,7.0,7.0,3.0,0.0,17.0,39.0,7.0,0.0,7.0,0.0,02,OCHO DE FEBRERO,Comuna,0.0017799753008,1.60773123663e-07
0504510000000000070619,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,19,027493,MANZANA,2018.0,1962.52800271,7.87967246809,-76.6199294533,0.0468783121,33.0,0.0,33.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,24.0,6.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,39.0,33.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0.0,26.0,7.0,0.0,33.0,0.0,11.0,22.0,0.0,92.0,0.0,92.0,42.0,50.0,15.0,18.0,18.0,12.0,10.0,12.0,3.0,4.0,0.0,32.0,38.0,10.0,0.0,3.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00177641111812,1.60603971083e-07
0504510000000000070621,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,21,027542,MANZANA,2018.0,1874.05425473,7.87915985444,-76.6200429929,0.034150558,29.0,0.0,29.0,0.0,0.0,0.0,29.0,23.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,13.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,22.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,16.0,6.0,0.0,22.0,0.0,22.0,0.0,0.0,64.0,0.0,64.0,29.0,35.0,12.0,10.0,10.0,10.0,9.0,8.0,3.0,2.0,0.0,14.0,32.0,6.0,0.0,5.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00167324670659,1.53363513065e-07
0504510000000000070622,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,22,027602,MANZANA,2018.0,1900.31895628,7.87859196238,-76.6180474011,0.0489391518,27.0,0.0,27.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,13.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,27.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,8.0,18.0,0.0,26.0,0.0,10.0,16.0,0.0,93.0,0.0,93.0,54.0,39.0,14.0,28.0,9.0,15.0,12.0,7.0,4.0,2.0,2.0,31.0,45.0,3.0,0.0,5.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00175367623306,1.55513227232e-07
0504510000000000070623,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,23,027580,MANZANA,2018.0,3318.31760037,7.87864745686,-76.6174512063,0.0521348529,53.0,0.0,53.0,0.0,0.0,0.0,53.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,15.0,33.0,3.0,0.0,0.0,0.0,45.0,1.0,0.0,5.0,47.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,27.0,18.0,0.0,45.0,0.0,13.0,32.0,0.0,173.0,0.0,173.0,84.0,89.0,30.0,46.0,30.0,26.0,17.0,14.0,3.0,5.0,2.0,58.0,81.0,9.0,1.0,9.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00251592650674,2.71555807819e-07
0504510000000000070624,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,24,027639,MANZANA,2018.0,1449.89829168,7.87815001674,-76.618127941,0.0427616199,28.0,0.0,28.0,0.0,0.0,0.0,28.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,14.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,20.0,20.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,10.0,10.0,0.0,20.0,0.0,8.0,12.0,0.0,62.0,0.0,62.0,30.0,32.0,14.0,11.0,17.0,8.0,9.0,1.0,1.0,1.0,0.0,26.0,24.0,8.0,0.0,0.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00143010049482,1.18652584827e-07
0504510000000000070625,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,25,027650,MANZANA,2018.0,1474.30379511,7.87797780409,-76.6178514966,0.0583326177,31.0,0.0,31.0,0.0,0.0,0.0,31.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,17.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,27.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,15.0,11.0,0.0,26.0,0.0,13.0,13.0,0.0,86.0,0.0,86.0,41.0,45.0,16.0,17.0,23.0,8.0,14.0,4.0,4.0,0.0,0.0,24.0,42.0,5.0,1.0,3.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00152648140571,1.20649922973e-07
0504510000000000070627,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,27,027685,MANZANA,2018.0,1955.94863344,7.87762217792,-76.6172556309,0.0286306092,27.0,0.0,27.0,0.0,0.0,0.0,27.0,19.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,15.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,19.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,10.0,7.0,0.0,17.0,0.0,7.0,10.0,0.0,56.0,0.0,56.0,29.0,27.0,8.0,12.0,7.0,8.0,7.0,8.0,3.0,3.0,0.0,20.0,23.0,7.0,0.0,1.0,1.0,02,OCHO DE FEBRERO,Comuna,0.00159104027361,1.60065355043e-07
0504510000000000070628,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,28,027591,MANZANA,2018.0,1587.01923379,7.87862011216,-76.6189613081,0.0308754929,23.0,0.0,23.0,0.0,0.0,0.0,23.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,1.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,18.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,6.0,12.0,0.0,18.0,0.0,0.0,18.0,0.0,49.0,0.0,49.0,21.0,28.0,6.0,11.0,9.0,8.0,9.0,3.0,2.0,0.0,1.0,10.0,27.0,6.0,0.0,3.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00151702708527,1.29873923525e-07
0504510000000000070629,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,29,027570,MANZANA,2018.0,1558.24995709,7.87879182711,-76.6192325513,0.0500561527,25.0,0.0,25.0,0.0,0.0,0.0,25.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,11.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,20.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,8.0,11.0,0.0,19.0,0.0,16.0,3.0,0.0,78.0,0.0,78.0,31.0,47.0,15.0,21.0,12.0,15.0,7.0,7.0,0.0,1.0,0.0,21.0,38.0,7.0,0.0,2.0,1.0,02,OCHO DE FEBRERO,Comuna,0.00156975921323,1.27519529334e-07
0504510000000000070630,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,30,027617,MANZANA,2018.0,1638.05203267,7.87824647599,-76.6169933342,0.0354079113,18.0,0.0,18.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,17.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,10.0,6.0,0.0,16.0,0.0,7.0,9.0,0.0,58.0,0.0,58.0,24.0,34.0,12.0,12.0,10.0,10.0,9.0,3.0,2.0,0.0,0.0,14.0,24.0,9.0,0.0,2.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00222816727432,1.34050602686e-07
0504510000000000070631,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,31,027607,MANZANA,2018.0,1619.34863303,7.87846055192,-76.6186882283,0.0494025808,37.0,0.0,37.0,0.0,0.0,0.0,37.0,29.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,5.0,24.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,31.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,8.0,23.0,0.0,31.0,0.0,1.0,30.0,0.0,80.0,0.0,80.0,32.0,48.0,17.0,14.0,19.0,9.0,10.0,6.0,1.0,4.0,0.0,29.0,31.0,9.0,0.0,2.0,1.0,02,OCHO DE FEBRERO,Comuna,0.00151508372313,1.32519527529e-07
0504510000000000070632,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,06,05045100000000000706,32,027662,MANZANA,2018.0,1373.74066705,7.8778179353,-76.6175619249,0.0567792743,30.0,0.0,30.0,0.0,0.0,0.0,30.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,6.0,23.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,6.0,26.0,22.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0,9.0,13.0,0.0,22.0,0.0,11.0,11.0,0.0,78.0,0.0,78.0,37.0,41.0,15.0,11.0,23.0,12.0,8.0,4.0,2.0,2.0,1.0,23.0,36.0,9.0,0.0,3.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00139399822189,1.12420415165e-07
0504510000000000070701,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,07,05045100000000000707,01,012916,MANZANA,2018.0,1287.13653713,7.88426351296,-76.6172691523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00171911419425,1.05334448187e-07
0504510000000000070702,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,07,05045100000000000707,02,012922,MANZANA,2018.0,1280.47819772,7.8841019486,-76.6173231127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00171303759369,1.0478995754e-07
0504510000000000070703,05,045,05045,1,000,050451000,00,05045100000,000,05045000,0007,050451000000000007,07,05045100000000000707,03,012921,MANZANA,2018.0,1051.23026609,7.88392754522,-76.6168214392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,OCHO DE FEBRERO,Comuna,0.00125407909722,8.60291377923e-08
